Titre,Lien_du_titre,Date,Lieux,Prix
IB-Unternehmer Lounge,https://www.eventbrite.com/e/ib-unternehmer-lounge-tickets-668740549987?aff=ebdssbdestsearch,"jeu. 2 nov., 18:00",Hotel-Restaurant Barbarossahof,"9,70 €"
Weihnachten mit LaLeLu a capella comedy,https://www.eventbrite.de/e/weihnachten-mit-lalelu-a-capella-comedy-tickets-699580101917?aff=ebdssbdestsearch,"sam. 2 déc., 20:00",KGS-Leeste,"22,49 €"
Spicy & Steamy Bookevent,https://www.eventbrite.nl/e/tickets-spicy-steamy-bookevent-587120492197?aff=ebdssbdestsearch,"sam. 18 nov., 10:00",BASECAMP,"20,00 €"
Forum AICP 2023 - Le voci del coaching,https://www.eventbrite.it/e/biglietti-forum-aicp-2023-le-voci-del-coaching-725925892887?aff=ebdssbdestsearch,"sam. 11 nov., 10:00",Starhotels Business Palace,"25,00 €"
WeMeet| Trekking al Lago Trasimeno,https://www.eventbrite.it/e/biglietti-wemeet-trekking-al-lago-trasimeno-721476895817?aff=ebdssbdestsearch,samedi prochain à 09:30,Lago Trasimeno,Libre
"Teoria del Bello. Perfezione, Armonia e Proporzione in architettura",https://www.eventbrite.com/e/biglietti-teoria-del-bello-perfezione-armonia-e-proporzione-in-architettura-735367382637?aff=ebdssbdestsearch,vendredi prochain à 17:30,Basilica Palladiana,Libre
Grand Ladies Ball,https://www.eventbrite.ie/e/grand-ladies-ball-tickets-718373884627?aff=ebdssbdestsearch,vendredi prochain à 18:00,Hilton Dublin,"43,31 €"
SHINDEIRU HALLOWEEN EDITION - FLOW - SAT. OCT 28TH,https://www.eventbrite.fr/e/billets-shindeiru-halloween-edition-flow-sat-oct-28th-729343765837?aff=ebdssbdestsearch,"sam. 28 oct., 23:00",Le Flow,"16,92 €"
Vlerick Alumni Wine Club: Riesling around the world,https://www.eventbrite.be/e/vlerick-alumni-wine-club-riesling-around-the-world-registration-730509843607?aff=ebdssbdestsearch,"mer. 22 nov., 19:00",Vlerick Business School - Ghent,"40,00 €"
Enterprise UX Conferentie 2023,https://www.eventbrite.nl/e/tickets-enterprise-ux-conferentie-2023-727328056797?aff=ebdssbdestsearch,"ven. 24 nov., 09:00",NS hoofdkantoor,"80,00 €"
MEHMET GÜRS X NOBELHART & SCHMUTZIG 2. SEATING,https://www.eventbrite.de/e/mehmet-gurs-x-nobelhart-schmutzig-2-seating-tickets-658539197467?aff=ebdssbdestsearch,"mer. 8 nov., 21:00",Speiselokal Nobelhart & Schmutzig,"260,00 €"
Daniel Lumera a Parma: 28 Respiri per Cambiare Vit,https://www.eventbrite.it/e/biglietti-daniel-lumera-a-parma-28-respiri-per-cambiare-vit-729252512897?aff=ebdssbdestsearch,"jeu. 9 nov., 20:30",Hotel Parma & Congressi,Libre
Tour de Outono doTERRA em Leiria,https://www.eventbrite.pt/e/bilhetes-tour-de-outono-doterra-em-leiria-727435869267?aff=ebdssbdestsearch,"mer. 8 nov., 18:00",Associação Empresarial da Região de Leiria,"11,89 €"
Un monstruo viene a verme  | Punto de Foco: Eugenio Caballero,https://www.eventbrite.es/e/entradas-un-monstruo-viene-a-verme-punto-de-foco-eugenio-caballero-733398182707?aff=ebdssbdestsearch,"sam. 28 oct., 19:00",Casa de México en España,Libre
Quiz avond,https://www.eventbrite.com/e/quiz-avond-tickets-733700938257?aff=ebdssbdestsearch,"dim. 29 oct., 18:00","De Musketon, Hondsrug, Utrecht, Nederland","6,20 €"
SAFETY DAY CONTEC,https://www.eventbrite.it/e/biglietti-safety-day-contec-694586606237?aff=ebdssbdestsearch,mercredi prochain à 08:30,Crowne Plaza Padova - Salone delle Feste,Libre
Mucky Makers: Halloween (3-6 Years),https://www.eventbrite.ie/e/mucky-makers-halloween-3-6-years-tickets-697475827977?aff=ebdssbdestsearch,"mer. 1 nov., 10:00",Adamstown Community Centre,"14,92 €"
Sorry Mama - Halloween  Maskenball,https://www.eventbrite.de/e/sorry-mama-halloween-maskenball-tickets-699066094507?aff=ebdssbdestsearch,"lun. 30 oct., 22:00",Süllberg,"27,82 €"
Wildlife Halloween at Trax Club (Vigo) w/ Somniac One,https://www.eventbrite.es/e/entradas-wildlife-halloween-at-trax-club-vigo-w-somniac-one-679263123287?aff=ebdssbdestsearch,"mar. 31 oct., 20:00",Trax Club,"12,00 €"
Hohnstein mit Gautschgrotte (Altersgruppe 40 bis 55 Jahre),https://www.eventbrite.de/e/hohnstein-mit-gautschgrotte-altersgruppe-40-bis-55-jahre-registrierung-723399195467?aff=ebdssbdestsearch,"sam. 18 nov., 10:00",Hohnstein,"19,00 €"
Lezione Onorato Castellino 2023: Romano Prodi,https://www.eventbrite.it/e/biglietti-lezione-onorato-castellino-2023-romano-prodi-732656935617?aff=ebdssbdestsearch,"ven. 17 nov., 18:00",Collegio Carlo Alberto,Libre
Formation certifiante : SMA Commercial Storage,https://www.eventbrite.fr/e/inscription-formation-certifiante-sma-commercial-storage-682069627617?aff=ebdssbdestsearch,mardi prochain à 09:30,SMA France,"299,00 €"
HERR RAUE REIST,https://www.eventbrite.de/e/herr-raue-reist-tickets-657403219727?aff=ebdssbdestsearch,"ven. 3 nov., 12:00",Restaurant Tim Raue,"456,00 €"
Comment l’Europe affronte-t-elle les fractures de la guerre étendue ?,https://www.eventbrite.fr/e/billets-comment-leurope-affronte-t-elle-les-fractures-de-la-guerre-etendue-678833889437?aff=ebdssbdestsearch,"mar. 21 nov., 19:30",École Normale Supérieure,Libre
Mercado de Ropa Vintage - Bilbao,https://www.eventbrite.fr/e/entradas-mercado-de-ropa-vintage-bilbao-727490372287?aff=ebdssbdestsearch,"Zuloaga Ignacio Pintor Kalea, 3",,Libre
"Eimear @ Terry Martin Theatre, Summerhill",https://www.eventbrite.ie/e/eimear-terry-martin-theatre-summerhill-tickets-713002709297?aff=ebdssbdestsearch,"sam. 11 nov., 20:00",Summerhill Community Centre,"21,59 €"
Colloque Agurre 2023,https://www.eventbrite.ca/e/billets-colloque-agurre-2023-711034141257?aff=ebdssbdestsearch,"mer. 15 nov., 08:30","Salons de l'Aveyron Paris : Salle de Conférence, Salle de Séminaire, Salle de Réunion",Libre
WeMeet| AperiViaggio,https://www.eventbrite.it/e/wemeet-aperiviaggio-tickets-732187150477?aff=ebdssbdestsearch,mardi prochain à 19:00,daMAT Giovane Italia,Libre
HORROR CAMP - 5eme Edition,https://www.eventbrite.fr/e/billets-horror-camp-5eme-edition-680741073877?aff=ebdssbdestsearch,vendredi prochain à 19:00,Clement Cavaille,"2,26 €"
BORA-DINNER DELUXE,https://www.eventbrite.de/e/bora-dinner-deluxe-tickets-538757276517?aff=ebdssbdestsearch,"ven. 10 nov., 18:00",Küchenstudio Geisler,"89,00 €"
Speed Dating Ages 40-50 LADIES SOLD OUT! LIMITED NUMBER OF MALE PLACES LEFT,https://www.eventbrite.se/e/speed-dating-ages-40-50-ladies-sold-out-limited-number-of-male-places-left-tickets-734752373127?aff=ebdssbdestsearch,"lun. 6 nov., 20:00",THE 51 BAR,"36,14 €"
Digitale Leute Summit 2023,https://www.eventbrite.de/e/digitale-leute-summit-2023-tickets-526392533237?aff=ebdssbdestsearch,"mer. 8 nov., 09:00",Palladium,"355,81 €"
Blaise Pascal : 400 years since the birth of the prodigy.,https://www.eventbrite.co.uk/e/blaise-pascal-400-years-since-the-birth-of-the-prodigy-tickets-714563628047?aff=ebdssbdestsearch,jeudi prochain à 14:00,Studium Catholicum,Libre
Sports First Aid    9-Nov-23   Bundoran Community Centre,https://www.eventbrite.co.uk/e/sports-first-aid-9-nov-23-bundoran-community-centre-tickets-728213806097?aff=ebdssbdestsearch,"jeu. 9 nov., 19:15",BUNDORAN COMMUNITY CENTRE,"27,79 €"
John Banville interviewed by Kevin Power,https://www.eventbrite.ie/e/john-banville-interviewed-by-kevin-power-tickets-696501794617?aff=ebdssbdestsearch,"dim. 19 nov., 16:30",An Díseart,"17,07 €"
FARMASI Estepona,https://www.eventbrite.es/e/entradas-farmasi-estepona-736586519107?aff=ebdssbdestsearch,"sam. 28 oct., 17:00",Teatro Auditorio Felipe VI,Libre
The Gap in Between,https://www.eventbrite.es/e/the-gap-in-between-tickets-663503927107?aff=ebdssbdestsearch,Marina de Valencia,,Libre
GARDEN GRAVES w/ US TWO,https://www.eventbrite.ie/e/garden-graves-w-us-two-tickets-723585703317?aff=ebdssbdestsearch,vendredi prochain à 22:00,Opium Garden,"15,00 €"
15th ILDSA Annual Awards,https://www.eventbrite.com/e/15th-ildsa-annual-awards-tickets-675541632207?aff=ebdssbdestsearch,"sam. 18 nov., 14:00",The Rose Hotel,"38,52 €"
Club de lectures féministes pour hommes (en mixité choisie),https://www.eventbrite.fr/e/billets-club-de-lectures-feministes-pour-hommes-en-mixite-choisie-736438345917?aff=ebdssbdestsearch,"sam. 4 nov., 14:30",LIBRAIRIE A SOI.E,"4,39 €"
Scullion Plus Support Sal,https://www.eventbrite.ie/e/scullion-plus-support-sal-tickets-731163990177?aff=ebdssbdestsearch,"sam. 11 nov., 20:00",Saint John's Church,"40,12 €"
Unifi Startup Campus: startup e progetti d'impresa,https://www.eventbrite.it/e/biglietti-unifi-startup-campus-startup-e-progetti-dimpresa-718454646187?aff=ebdssbdestsearch,jeudi prochain à 10:00,Università degli Studi di Firenze,Libre
Welkom nieuwe leden event,https://www.eventbrite.nl/e/tickets-welkom-nieuwe-leden-event-719165572587?aff=ebdssbdestsearch,jeudi prochain à 17:00,Corendon Plaza Amsterdam Schiphol Airport Hotel,"0,00 €"
VIII SUMMIT BARCELONA OBERTA - BARCELONA MÉS QUE MAI,https://www.eventbrite.com/e/entradas-viii-summit-barcelona-oberta-barcelona-mes-que-mai-723291302757?aff=ebdssbdestsearch,jeudi prochain à 09:00,Estrella Damm,Libre
BOLOGNA  - POLICRESTI: QUESTI (S)CONOSCIUTI - M.MANGIALAVORI & R.PETRUCCI,https://www.eventbrite.it/e/biglietti-bologna-policresti-questi-sconosciuti-mmangialavori-rpetrucci-715878039487?aff=ebdssbdestsearch,"sam. 2 déc., 10:00",Zan Hotel Europa,Libre
Stage d' Architecture - thème Halloween,https://www.eventbrite.fr/e/billets-stage-d-architecture-theme-halloween-722754406887?aff=ebdssbdestsearch,demain à 09:00,Centre Jean-Paul Coste,"160,00 €"
Lesung mit Maren Vivien Haase,https://www.eventbrite.de/e/lesung-mit-maren-vivien-haase-tickets-632711977557?aff=ebdssbdestsearch,jeudi prochain à 19:30,Buchhandlung Hoffmann,"12,00 €"
START-UP NIGHT im Pioneer Lab Hamburg,https://www.eventbrite.de/e/start-up-night-im-pioneer-lab-hamburg-tickets-709364336827?aff=ebdssbdestsearch,jeudi prochain à 18:30,PIONEER LAB Hamburg,Libre
AZYMUTH //  MITÚ Live,https://www.eventbrite.es/e/entradas-azymuth-mitu-live-662825387577?aff=ebdssbdestsearch,"sam. 28 oct., 20:00",Sala Paral·lel 62,"23,36 €"
Glasperlen selber machen - Workshop,https://www.eventbrite.de/e/glasperlen-selber-machen-workshop-tickets-494948623657?aff=ebdssbdestsearch,"dim. 29 oct., 11:00",Kurpfalz-Jugendherberge Speyer,"120,00 €"
IN PERSON Fermentation Workshop: Kimchi & Kefir,https://www.eventbrite.ie/e/in-person-fermentation-workshop-kimchi-kefir-tickets-663018946517?aff=ebdssbdestsearch,"sam. 18 nov., 11:00",foodhugs A96T1H3,"49,24 €"
"MLS FORUM 2023 -agente immobiliare: Scopri, Connettiti, Espandi!",https://www.eventbrite.it/e/biglietti-mls-forum-2023-agente-immobiliare-scopri-connettiti-espandi-665224322857?aff=ebdssbdestsearch,jeudi prochain à 14:00,Abitart Hotel,"33,22 €"
MNMSHOW,https://www.eventbrite.com/e/billets-mnmshow-715210753617?aff=ebdssbdestsearch,"sam. 28 oct., 19:30",Centre culturel local Le Sablon ASBL,"18,00 €"
NRP Congres (On)benut potentieel,https://www.eventbrite.com/e/tickets-nrp-congres-onbenut-potentieel-698265770717?aff=ebdssbdestsearch,"jeu. 2 nov., 12:00",Titaan,"100,00 €"
Halloween Drag Ball,https://www.eventbrite.com/e/halloween-drag-ball-tickets-711498309597?aff=ebdssbdestsearch,demain à 20:30,Róisín Dubh,"10,00 €"
Cocktail elevation  Brands in the Mix INDUSTRY NIGHT,https://www.eventbrite.ie/e/cocktail-elevation-brands-in-the-mix-industry-night-tickets-713055778027?aff=ebdssbdestsearch,mardi prochain à 15:00,The Morgan Hotel,"15,00 €"
LEGAL TECH KONFERENZ WIEN,https://www.eventbrite.at/e/legal-tech-konferenz-wien-tickets-537289696947?aff=ebdssbdestsearch,"mer. 8 nov., 08:30",Park Hyatt Vienna,"0,00 €"
freelancers & friends: Frühstück in Frankfurt am Main,https://www.eventbrite.de/e/freelancers-friends-fruhstuck-in-frankfurt-am-main-tickets-732649152337?aff=ebdssbdestsearch,"jeu. 16 nov., 10:00","Vitra Workspace, Showroom Frankfurt","5,50 €"
WeFood 2023 @ Museo Luxardo,https://www.eventbrite.it/e/biglietti-wefood-2023-museo-luxardo-728314828257?aff=ebdssbdestsearch,Museo Luxardo,,Libre
Cena in Bottaia @ Le Pignole di Boracchi Serena,https://www.eventbrite.it/e/biglietti-cena-in-bottaia-le-pignole-di-boracchi-serena-734143572187?aff=ebdssbdestsearch,vendredi prochain à 20:00,Le Pignole di Boracchi Serena,"49,23 €"
Goddess  Dance – Women Circle meets Conscious Dance,https://www.eventbrite.de/e/goddess-dance-women-circle-meets-conscious-dance-tickets-726059723177?aff=ebdssbdestsearch,"dim. 12 nov., 16:00",Studio H9,"33,33 €"
Pumpkin Carving,https://www.eventbrite.nl/e/tickets-pumpkin-carving-740027481117?aff=ebdssbdestsearch,"dim. 29 oct., 18:00","Cafe - The Social Hub Rotterdam, Willem Ruyslaan, Rotterdam, Netherlands","9,50 €"
"Conférence ""Être parent n’est pas un jeu d’enfant"" par Isabelle Filliozat",https://www.eventbrite.fr/e/billets-conference-etre-parent-nest-pas-un-jeu-denfant-par-isabelle-filliozat-715362417247?aff=ebdssbdestsearch,"mar. 14 nov., 19:00",Parc Expo Mulhouse,Libre
Web Data Extraction Summit 2023,https://www.eventbrite.ie/e/web-data-extraction-summit-2023-tickets-656573357587?aff=ebdssbdestsearch,mercredi prochain à 09:00,"Radisson Blu Royal Hotel, Dublin","199,00 €"
City Life Church Leaders Conference 2023,https://www.eventbrite.nl/e/tickets-city-life-church-leaders-conference-2023-459125425507?aff=ebdssbdestsearch,"ven. 3 nov., 10:00",City Life Church Den Haag,"0,00 €"
DIGITAL CONTENT │R│EVOLUTION,https://www.eventbrite.it/e/biglietti-digital-content-revolution-736763167467?aff=ebdssbdestsearch,demain à 17:00,Binario F,Libre
Identità Urbane Milano - Rigenerare gli edifici Milano Verticale,https://www.eventbrite.it/e/biglietti-identita-urbane-milano-rigenerare-gli-edifici-milano-verticale-731254801797?aff=ebdssbdestsearch,jeudi prochain à 18:00,Milano Verticale | UNA Esperienze,Libre
"Cut, Paste, Manifest",https://www.eventbrite.com/e/tickets-cut-paste-manifest-725945692107?aff=ebdssbdestsearch,"dim. 29 oct., 13:00",Amsterdam,"27,41 €"
Fiddle Workshop with Yvonne Casey,https://www.eventbrite.ie/e/fiddle-workshop-with-yvonne-casey-tickets-734276469687?aff=ebdssbdestsearch,"sam. 11 nov., 11:00",Gaelscoil Mhíchíl Cíosóg,"22,42 €"
KIKK Festival 2023  - Conference pass,https://www.eventbrite.com/e/billets-kikk-festival-2023-conference-pass-632201701307?aff=ebdssbdestsearch,jeudi prochain à 10:00,Théâtre de Namur,"109,00 €"
TAYLOR SWIFT BRACELET MAKING,https://www.eventbrite.ie/e/taylor-swift-bracelet-making-tickets-735541984877?aff=ebdssbdestsearch,demain à 12:00,Maynooth University,"6,34 €"
LVL UP HEALTH,https://www.eventbrite.de/e/lvl-up-health-registrierung-675161956587?aff=ebdssbdestsearch,jeudi prochain à 10:00,Felix Restaurant,"49,00 €"
The Voice Belgique- Saison 11 - Blind Auditions 4 - 31 octobre soirée,https://www.eventbrite.fr/e/billets-the-voice-belgique-saison-11-blind-auditions-4-31-octobre-soiree-733315816347?aff=ebdssbdestsearch,"mar. 31 oct., 18:00",RTBF Liège - Média Rives - Studio 40,"11,39 €"
Projektmanagement Masterclass: Working with Asana powered by BridgeFlow,https://www.eventbrite.com/e/projektmanagement-masterclass-working-with-asana-powered-by-bridgeflow-tickets-714599846377?aff=ebdssbdestsearch,jeudi prochain à 13:00,"Factory Berlin Görlitzer Park, Lohmühlenstraße, Berlin, Deutschland","22,49 €"
Nutrition and Pancreatic Disease Study Day for Dietitians,https://www.eventbrite.co.uk/e/nutrition-and-pancreatic-disease-study-day-for-dietitians-tickets-667507692477?aff=ebdssbdestsearch,"ven. 3 nov., 09:30",St. Vincent's University Hospital,"30,00 €"
"Von allem genug, von nichts zu viel",https://www.eventbrite.de/e/von-allem-genug-von-nichts-zu-viel-tickets-664449826317?aff=ebdssbdestsearch,"mar. 14 nov., 10:30",VHS Urania Wien,Libre
Ireland Then and Now with Karl Geary interviewed by Martin Doyle,https://www.eventbrite.ie/e/ireland-then-and-now-with-karl-geary-interviewed-by-martin-doyle-tickets-696505616047?aff=ebdssbdestsearch,"dim. 19 nov., 12:00",Dingle Bookshop,"13,85 €"
Der große Bremer Rednerabend - Feuerwerk der Gedanken,https://www.eventbrite.de/e/der-groe-bremer-rednerabend-feuerwerk-der-gedanken-tickets-598213852737?aff=ebdssbdestsearch,"sam. 4 nov., 17:00",Kulturzentrum Schlachthof e. V.,"17,00 €"
Side Event: VDS Meetup 2023,https://www.eventbrite.es/e/entradas-side-event-vds-meetup-2023-731067571787?aff=ebdssbdestsearch,jeudi prochain à 20:00,Zeus,Libre
TOURISMUS Opening Party,https://www.eventbrite.de/e/tourismus-opening-party-tickets-732791839117?aff=ebdssbdestsearch,vendredi prochain à 22:00,Sweet Club,"7,46 €"
Bronagh Gallagher,https://www.eventbrite.ie/e/bronagh-gallagher-tickets-710279714747?aff=ebdssbdestsearch,"sam. 4 nov., 19:30",The Sugar Club,"28,28 €"
Spicca il volo con Pimcore!,https://www.eventbrite.com/e/biglietti-spicca-il-volo-con-pimcore-723277260757?aff=ebdssbdestsearch,mardi prochain à 15:00,Officine del Volo,Libre
Sündikat - Freak Circus  | Halloween | Queer,https://www.eventbrite.de/e/sundikat-freak-circus-halloween-queer-tickets-729786760847?aff=ebdssbdestsearch,"lun. 30 oct., 22:00",Spizz - Der Leipziger Jazz & Musicclub,"9,70 €"
World Usability Day Nürnberg,https://www.eventbrite.com/e/world-usability-day-nurnberg-tickets-699922044677?aff=ebdssbdestsearch,"jeu. 9 nov., 15:00",CodeCamp:N,Libre
XXL Semester Party @ HALO Club (Semester Opening Party),https://www.eventbrite.de/e/xxl-semester-party-halo-club-semester-opening-party-tickets-686636667757?aff=ebdssbdestsearch,jeudi prochain à 22:00,HALO Club Hamburg,"10,00 €"
Aperitivo con Boscolo a Parma,https://www.eventbrite.com/e/biglietti-aperitivo-con-boscolo-a-parma-734618623077?aff=ebdssbdestsearch,mercredi prochain à 18:30,Bar Le Malve,Libre
UA Global Summit 2023,https://www.eventbrite.ie/e/ua-global-summit-2023-tickets-695276630117?aff=ebdssbdestsearch,"dim. 5 nov., 18:00","Smithfield, Dublin 7","220,00 €"
SomeWhere Else Halloween Ball Featuring Mark Blair,https://www.eventbrite.ie/e/somewhere-else-halloween-ball-featuring-mark-blair-tickets-731204551497?aff=ebdssbdestsearch,"mar. 31 oct., 22:00",The Grand Social,"11,70 €"
LS-Programm: Intensivworkshop November 2023,https://www.eventbrite.de/e/ls-programm-intensivworkshop-november-2023-tickets-621075803447?aff=ebdssbdestsearch,"mar. 21 nov., 09:00",Holisticon AG,"464,10 €"
Kojaque,https://www.eventbrite.ie/e/kojaque-tickets-709605518207?aff=ebdssbdestsearch,"mar. 14 nov., 19:00",Cyprus Avenue,"24,76 €"
GOOD VIBES 6 UV PARTY| SATURDAY 28TH OF OCTOBER,https://www.eventbrite.ie/e/good-vibes-6-uv-party-saturday-28th-of-october-tickets-702188694287?aff=ebdssbdestsearch,"sam. 28 oct., 22:00",Vela,"11,70 €"
Cashflow POWER NIGHT Berlin - diesmal kostenlos,https://www.eventbrite.de/e/cashflow-power-night-berlin-diesmal-kostenlos-tickets-730337809047?aff=ebdssbdestsearch,jeudi prochain à 18:30,ibis Berlin Kurfuerstendamm,"0,00 €"
PROUT AT WORK TOGATHERING: Visibility,https://www.eventbrite.de/e/prout-at-work-togathering-visibility-tickets-719738807147?aff=ebdssbdestsearch,"mar. 7 nov., 18:00",MEAG,Libre
KIKK Ta Carrière,https://www.eventbrite.com/e/billets-kikk-ta-carriere-714499044877?aff=ebdssbdestsearch,vendredi prochain à 15:00,La Bourse,Libre
Megamarsch 50/12 Mönchengladbach 2024,https://www.eventbrite.de/e/megamarsch-5012-monchengladbach-2024-tickets-596529183847?aff=ebdssbdestsearch,"sam. 23 mars, 07:30",Am Borussiapark,"63,75 €"
Ronda de libros  16.30 h. (de 1 a 3 años) 2 DE DICIEMBRE,https://www.eventbrite.es/e/entradas-ronda-de-libros-1630-h-de-1-a-3-anos-2-de-diciembre-726791120807?aff=ebdssbdestsearch,"sam. 2 déc., 16:30",Casa del Lector,"12,43 €"
Absolut Drag Brunch at Roberta's,https://www.eventbrite.ie/e/absolut-drag-brunch-at-robertas-tickets-703186247997?aff=ebdssbdestsearch,"sam. 25 nov., 12:00",Roberta's,"53,06 €"
